PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Mean_Qualifier,IC50_Mean,IC50_Qualifier_1,IC50_1,Std.Err(IC50)_1,nH_1,Excluded_Points_first_point,% Activity at 100 uM_first_point,% Activity at 50 uM_first_point,% Activity at 25 uM_first_point,% Activity at 12.5 uM_first_point,% Activity at 6.25 uM_first_point,% Activity at 3.125 uM_first_point,IC50_Qualifier_2,IC50_2,Std.Err(IC50)_2,nH_2,Excluded_Points_second_point,% Activity at 100 uM_second_point,% Activity at 50 uM_second_point,% Activity at 25 uM_second_point,% Activity at 12.5 uM_second_point,% Activity at 6.25 uM_second_point,% Activity at 3.125 uM_second_point
1133,865550,666809,CCCN1C=NC2=C1C=CC(=C2)NCC3=C(C(=CC=C3)OC)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-12.1385,-0.50505,-1.29846,-1.88361,0.655323,-7.80446,>,100,,,"0,0,0,0,0,0",-6.61886,11.5945,19.4941,2.00339,-10.2272,-4.43588
1134,4258744,2931707,CC1CCCN(C1)C(=O)C2=CC=NC=C2,Inactive,41,,,>,100,>,100,,,"0,0,1,0,0,0",2.81241,0.248695,,-1.39764,-5.71182,0.238773,>,100,,,"0,0,0,0,0,0",-22.3781,-7.43623,-3.97736,-9.97805,-6.65873,-7.82497
1135,843899,646208,C1CCC(CC1)N2C(=NN=N2)SCC(=O)NC3=CC(=CC=C3)NC(=O)C4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.376116,14.9457,-6.66392,-1.56624,2.25206,-2.21089,>,100,,,"0,0,0,0,0,0",-14.8623,-12.9385,3.67501,1.79407,12.8315,-5.26322
1136,844246,2858406,CC1=NN2C=C(N=C2S1)C3=CC=C(C=C3)Cl.Br,Active,50,,,=,15.6,=,15.215,6.64,0.394,"0,0,0,0,0,0",58.881,76.4591,48.8294,51.0778,35.0954,37.7623,=,16.065,3.57,0.623,"0,0,0,0,0,0",72.5822,71.0013,52.7939,46.0028,46.1433,17.8524
1137,856274,657649,C1=CC=C(C=C1)N2NC3=CC=C4C=NN=C4C3=N2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",14.4022,-3.91673,1.25038,12.502,22.6706,8.21457,>,100,,,"0,0,0,0,0,0",13.9001,28.5719,16.9702,10.8868,8.51942,4.73659
1138,844858,647190,CC1=CC(=CC=C1)NC(=O)CSC2=NN=C(N2CCOC)C(C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",9.4999,8.28399,2.01404,-14.9353,-0.286859,8.45954,>,100,,,"0,0,0,0,0,1",-9.8385,3.7059,-8.05424,2.03329,0.657721,
1139,26668801,2949254,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=CO3)C4=CC=CC=C4OC(C)C)C(=O)OCC5CCCO5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.10162,0.526388,7.53223,-2.73652,-7.2689,-1.45714,>,100,,,"0,0,0,0,0,0",-9.60923,0.478292,6.39924,-4.90438,-4.29633,6.58564
1140,4264591,735943,CCC1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)N,Active,44,,,=,46.2,=,45.787,3.26,2.887,"0,0,0,0,0,0",94.9198,52.7003,19.7329,-1.22904,-8.24083,0.655323,=,46.666,3.82,4.512,"0,0,0,0,0,0",94.8764,58.0709,5.83605,-12.5099,-12.2507,1.52493
1141,4257041,1245695,C1=CC(=C(C=C1Br)Cl)NC(=O)C2=NC=CN=C2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",52.3195,33.9053,56.0941,43.1159,44.5906,20.0543,>,100,,,"0,0,0,0,0,0",43.143,41.4444,52.0473,49.023,34.421,22.6569
1142,4259975,934582,C1=CC=C(C=C1)C2=CC=C(N2NC(=O)C3=CC=CO3)CCC(=O)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-8.86564,2.6825,0.863593,-3.70846,-7.4375,-11.4542,>,100,,,"0,0,0,0,0,0",-7.86485,-5.70181,-3.62849,2.10306,10.5838,-2.87092
1143,842286,644545,CC(C)NC(=O)CSC1=NN=C(N1CCCOC)C2=CC=CC=C2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.237269,10.5383,-6.2573,-0.217435,-2.64726,13.3579,>,100,,,"0,0,0,0,0,0",-0.927182,5.07051,-1.59503,10.4861,10.0315,3.11581
1144,3715708,96854,C1=CC=C(C=C1)C2=NN=C(O2)C3=C(C=C(C=C3)Cl)Cl,Inactive,41,,,=,51.56,>,100,,,"0,0,0,0,0,0",73.8011,60.3627,48.3762,53.2616,50.5462,70.3061,<,3.13,,,"0,0,0,0,0,0",72.024,63.5084,68.7266,60.0226,65.3724,61.9544
1145,4256828,2955049,CC1=CC(=NC(=N1)N2C(=O)CC(C2=O)C(C)C3=CC=CC=C3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-3.20265,-13.4278,-2.49851,-10.512,-3.92664,10.0503,>,100,,,"0,0,0,0,0,0",1.3156,-8.85167,-7.7851,0.219136,-9.99798,-8.36324
1146,3714635,2122383,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)OCC(=O)NCC3=CC4=C(C=C3)OCO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",4.45478,-1.6555,3.84087,1.32972,8.32168,2.00412,>,100,,,"0,0,0,0,0,0",7.77481,-0.199524,-8.57257,-1.03683,-9.43978,0.00980084
1147,852031,654637,CCC1=NN=C(S1)NC(=O)CSC2=NN=C(O2)COC3=CC=CC(=C3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",8.99509,11.0957,-5.50355,-9.76816,-5.08701,8.24631,>,100,,,"0,0,0,0,0,0",-15.7295,-16.3376,-12.5298,-7.18703,-3.44906,-7.63558
1148,3712761,2125086,CCOC(=O)C1=C(NC(=C1C)C(=O)COC(=O)C2=C(C3=C(O2)C=CC(=C3)OC)C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",3.51657,5.72126,0.804082,-1.58608,7.82381,2.74993,>,100,,,"0,0,0,0,0,0",1.21592,-0.169618,1.22589,1.76416,2.77092,7.6821
1149,3713777,2998544,C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=C(C=C3)C4=CN5C=CSC5=N4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-8.12182,2.91556,0.32804,10.6623,-2.69685,11.78,>,100,,,"0,0,0,0,0,0",8.47655,-4.91434,-5.02399,6.06332,-2.52205,4.5791
1150,7974582,711115,C1COCCN1C2=C3C=C(SC3=NC=N2)C4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",20.7862,27.8238,32.7876,26.9104,1.71651,6.37682,>,100,,,"0,0,0,0,0,0",42.6525,19.834,30.082,4.7336,8.07286,-9.77868
1151,26667953,644935,COC1=CC2=CC(=C(N=C2C=C1)SCC(=O)NC3=CC=C(C=C3)S(=O)(=O)N4CCCC4)C#N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",15.989,0.575978,10.208,-8.76647,-4.23409,-7.68544,>,100,,,"0,0,0,0,0,0",13.3828,6.95146,4.49337,4.83228,10.2399,7.71799
1152,4264850,1247114,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=C(S3)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",18.9038,2.2719,6.33616,14.1999,14.7692,2.47025,>,100,,,"0,0,0,0,0,0",9.28096,-3.15999,-5.27319,-6.06065,-6.6388,8.17352
1153,7978402,5310930,CC1=CC(=C(N1C)C)/C=C\2/C(=O)N3C(C(=C(N=C3S2)C)C(=O)C)C4=C(C=C(C=C4)OC)OC,Inactive,41,,,>,100,>,100,,,"1,1,0,0,0,0",,,20.934,21.3505,13.2309,0.209027,>,100,,,"1,0,1,0,0,0",,27.6389,,24.0574,15.2527,2.19278
1154,4256806,993362,CC1=CC(=C2C(=C1)C(=NC(=N2)C(F)(F)F)N3CCN(CC3)C(=O)C4=CC=CO4)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",7.44198,19.5832,-1.39764,2.95622,5.05778,4.46172,>,100,,,"0,0,0,0,0,0",-3.69826,9.00684,8.79552,7.62728,8.96498,10.4163
1155,7975550,790849,CSC1=CC(=C(C=C1)Cl)C(=O)NCC2=CC=CO2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-4.0655,-4.76964,7.90712,6.42641,9.91545,1.57766,>,100,,,"0,0,0,0,0,0",6.62352,3.95809,4.59405,2.39214,5.50013,-6.07062
1156,4256736,1071736,CN1C(=NN=C1SCC(=O)NC2=CC3=C(C=C2)OCO3)CC4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-19.6461,-3.86714,-11.6227,-0.0587545,-0.247191,5.26307,>,100,,,"0,0,0,0,0,0",-12.6494,-12.47,-5.91114,-1.45548,-0.119777,1.37541
1157,4258224,977836,COC(=O)C1=CC=C(C=C1)CSC2=NC3=CC=CC=C3O2,Active,44,,,=,41.7,=,48.047,11.3,3.928,"0,0,0,0,0,0",94.8605,94.6711,5.16621,-11.8321,0.149351,-12.8388,=,35.449,5.52,8.368,"0,1,0,0,0,0",94.1978,,8.20762,-8.4491,-6.71351,6.6208
1158,3711877,2997801,CC(C)CN1C2=C(C(=O)NC1=O)N(C(=N2)CCC(=O)O)CCOC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-5.50355,3.76649,1.13136,2.79258,6.1745,0.694991,>,100,,,"0,0,0,0,0,0",12.1577,-3.90759,1.72428,6.56271,-3.45903,2.72108
1159,26667932,650492,COC1=CC(=C(C=C1NC(=O)C2=CC=CO2)OC)NS(=O)(=O)C3=CC=C(C=C3)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.286859,-3.74813,-6.20771,-8.0524,3.43722,5.46837,>,100,,,"0,0,0,0,0,0",2.31239,4.73958,1.52493,0.827177,0.926849,-0.368972
1160,844524,646851,C1CC1C(=O)NC2CC3CCC(C2)N3CC(=O)NCC4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-8.51853,2.08347,-2.00262,0.347874,-0.336448,3.06234,>,100,,,"0,0,0,0,0,0",-5.57223,-10.915,-5.49249,-1.00692,-15.271,-2.52205
1161,850815,653353,CC(=O)NC(CC1=CC=C(C=C1)F)C(=O)N2CCN(CC2)C(=O)NCC3=CC=CC=C3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",3.11788,-4.69031,-7.44742,-0.673653,-2.08195,3.70004,>,100,,,"0,0,0,0,0,0",4.94891,-2.99054,-2.40243,-1.61496,-5.8912,4.47543
1162,4260984,851527,C1=CC=C(C=C1)N2N=C3C=C(C(=CC3=N2)Cl)NC(=O)C4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",13.5572,10.5899,-2.63735,-5.06718,8.06084,-1.13978,>,100,,,"0,0,0,0,0,0",12.4936,-7.71533,0.0297447,1.8738,5.8201,12.0939
1163,3716558,96695,C1=CC=C2C(=C1)N=CC(=N2)C(=O)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.33815,-1.74476,-0.693487,-2.39933,-0.703399,-0.76291,>,100,,,"0,0,0,0,0,0",1.62461,-9.70891,-5.95101,5.0735,-11.2938,11.0433
1164,7975525,1562745,CCCCOC(=O)NC1=CC=C(C=C1)N2CCCCC2,Active,54,,,=,10.6,=,10.389,0.812,1.465,"0,0,0,0,0,0",91.3068,88.7371,83.7337,55.9682,28.6797,17.8684,=,10.749,1.63,1.325,"0,0,0,0,0,0",84.8687,91.2651,84.7839,46.2829,34.1798,18.4086
1165,861835,663057,CCCCCCN1C2=C(N=C1N3CCN(CC3)C4=CC(=CC=C4)Cl)N(C(=O)NC2=O)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.6825,-3.42084,10.4193,9.12005,4.15031,-0.108344,>,100,,,"0,0,0,0,0,0",5.47422,-9.72884,1.62461,-0.598241,8.21041,13.8114
1166,4262169,701241,C1CCN(C1)C(=O)OC2=CC=C(C=C2)NC(=O)N3CCOCC3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-8.70696,-9.64914,-9.064,0.734658,-2.14147,-0.514963,>,100,,,"0,0,0,0,0,0",3.40388,-15.5601,-8.77193,1.57477,0.288911,-8.90151
1167,4250620,3244406,CCCS(=O)(=O)N1CCC(CC1)C(=O)NCC2=CN=CC=C2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.54791,-2.20097,-6.74326,-6.61434,2.13305,-5.90026,>,100,,,"0,0,0,0,0,0",-1.36577,5.62075,2.91645,4.12955,1.2857,8.27919
1168,26667483,654956,CC1=C2C=C(C(=O)NC2=C(C=C1)C)CN(CC3=CC=CC=C3OC)CC4=NN=NN4CC5=CC=CO5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",4.09676,8.84633,8.58251,2.78266,2.30165,5.49911,>,100,,,"0,0,0,0,0,0",9.22215,10.217,7.98912,10.819,2.01335,4.32192
1169,7977201,2905735,C1CSC(=O)C1NC(=O)CCC2=CC=CC=C2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.713321,0.823916,1.5975,-3.74813,2.96118,7.22181,>,100,,,"0,0,0,0,0,0",2.58153,2.0931,0.677655,3.98999,1.19599,-7.51597
1170,4265575,2947158,C1CCC(CC1)NC(=O)N2CCCC(C2)C(=O)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",13.2379,-2.80594,8.00233,7.36562,4.59661,5.82738,>,100,,,"0,0,0,0,0,0",1.12621,10.498,3.06297,10.6057,3.54343,14.0795
1171,4260119,1266501,CC(=O)NC1=CC(=CC=C1)OCC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.76788,4.59561,-1.4869,7.30512,-1.68525,-9.98634,>,100,,,"0,0,0,0,0,0",-18.082,-10.915,-2.64166,-1.89407,-2.74134,-1.84423
1172,4264739,1891584,CC1=CC=C(C=C1)C2=NC(=S)C3=C(N2CCN4CCOCC4)CC(OC3)(C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-13.1997,-4.74981,-0.0785884,-13.6559,4.51527,-3.4506,>,100,,,"0,0,0,0,0,0",2.53169,-0.658044,-1.55516,1.49502,-0.658044,1.97348
1173,4244966,709921,CCC1=CC=C(C=C1)NC2=C(C(=O)C=C(O2)C)C(=O)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.81419,8.10944,-19.4379,3.57211,-11.5236,-6.26721,>,100,,,"0,0,0,0,0,0",-13.098,2.17284,-7.08735,2.80082,2.95632,10.5598
1174,4247902,3242052,CCOC(=O)CN1CC23C=CC(O2)C(C3C1=O)C(=O)NCC4=CC=CS4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-4.28368,1.66692,6.17946,3.84385,-4.83907,-6.37631,>,100,,,"0,0,0,0,0,0",4.03286,-12.9285,1.92364,-6.19024,-4.37608,0.0496791
1175,4243425,3238151,CC1=CC(=NN1CC2=CC=C(O2)C(=O)NCC3=CC=CO3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-15.8378,1.97437,-11.0277,-8.63754,-7.13006,-1.14969,>,100,,,"0,0,0,0,0,0",-15.3507,-24.7605,-19.8463,-6.56902,-6.59892,0.458358
1176,4243867,3238539,CN1C2=C(C=C(S2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)OC)C(=N1)C5=CC(=CC=C5)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-5.43413,8.92765,-6.88211,-3.77788,-6.72343,4.79694,>,100,,,"0,0,0,0,0,0",5.76528,2.76094,-2.21304,-17.7829,1.8738,-11.7025
1177,24838876,3240877,CCOCCCNC(=O)C(C1=CC=C(C=C1)Cl)N2CCC3(CC2)OCCO3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.13809,6.31137,-10.1351,1.32972,-0.227357,8.14514,>,100,,,"0,0,0,0,0,0",-23.7437,-10.0478,-17.3942,-3.68829,-11.6128,-0.598241
1178,846040,648412,C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",10.8527,5.34836,20.0959,85.5526,67.3655,8.12332,>,100,,,"0,0,0,0,0,0",2.72108,5.16721,22.5971,65.2139,37.7513,17.962
1179,4241671,2158329,CCOC1=CC=CC=C1NC(=O)CSC2=NC=NC3=C2OC4=CC=CC=C43,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",8.43772,5.5606,-7.4375,9.04368,7.30413,3.3202,>,100,,,"0,0,0,0,0,0",-3.72817,6.96442,11.8926,2.19278,1.71432,0.189229
1180,4251716,3245369,CC1=CC=C(C=C1)CN2C3=C(C=C2C(=O)OC)SC=C3,Inactive,41,,,>,100,>,100,,,"1,1,1,0,0,0",,,,1.3198,13.1873,-7.06062,>,100,,,"0,0,1,0,0,0",11.742,12.4896,,4.49836,-5.98091,7.51564
1181,4245572,3240028,CC(C)OCCCN1C(=O)C2=CC3=C(C=C2NC1=S)OCO3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.71829,-19.7453,-0.50505,5.39497,-2.50842,3.7288,>,100,,,"0,0,0,0,0,0",2.03329,-4.39601,5.73438,4.54321,-1.44551,-9.21051
1182,4246751,3241052,COC(=O)C1=CN(C(=O)C2=CC=CC=C21)NC(=O)C3COC4=CC=CC=C4O3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-2.59767,9.05559,14.9883,-7.21931,-2.80594,-2.20097,>,100,,,"0,0,0,0,0,0",1.0365,13.9031,0.308845,-5.29313,-4.68508,-2.68153
1183,844608,646941,C1=CC=C(C=C1)C(C(=O)NC2=CC=C(C=C2)Cl)N(CCO)CCO,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",16.5831,18.2413,14.8247,11.1879,8.37127,10.1416,>,100,,,"0,0,0,0,0,0",14.9497,0.767364,5.77724,15.0255,8.82543,-5.55229
1184,7969400,878991,CC1=CC=CC=C1C2=NOC(=N2)C3=CC=CS3,Active,51,,,=,7.91,=,7.292,0.622,1.679,"0,0,0,0,0,0",91.7085,91.2523,86.1139,75.4395,44.3942,15.9474,=,8.536,1.07,1.866,"0,0,0,0,0,0",92.5091,86.0857,82.8262,74.9506,35.5703,7.2515
1185,7968501,1088163,COC1=CC=C(C=C1)C(=O)C2=C(C3=C(O2)C=CC(=C3)OC)N,Inactive,41,,,>,100,>,100,,,"0,0,1,0,0,0",-13.636,-2.95471,,0.833837,-3.49027,3.29243,>,100,,,"0,0,0,0,0,0",0.657721,-7.65553,7.33523,10.6874,-8.42305,2.11303
1186,24707892,16066526,C1=CC(=C(N=C1)Cl)C2=NN(N=N2)C3=CC=C(C=C3)F,Active,53,,,=,21,=,27.953,7.78,0.702,"0,0,0,0,0,0",68.6688,70.8996,71.9303,61.5996,25.1748,14.6367,=,14.082,4.41,0.818,"0,0,0,0,0,0",61.9584,59.1934,64.6094,33.0335,21.7393,14.0719
1187,4246991,3241262,CC1=NC2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)C(=O)NCC4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",7.19999,-2.55801,-4.77956,-1.80426,1.53799,-7.16972,>,100,,,"0,0,0,0,0,0",16.7828,3.97006,5.38451,0.807233,9.2371,-3.86772
1188,14731409,9550113,CCCC1=NN2C(=N)/C(=C\C3=CC=C(O3)SCC4=CC=CO4)/C(=O)N=C2S1,Inactive,41,,,>,100,>,100,,,"1,0,0,0,0,0",,31.654,7.80398,-10.5417,9.67247,6.3193,>,100,,,"1,0,0,0,0,0",,32.9119,13.3489,-0.897275,3.89331,3.7089
1189,14737139,9550933,CCCCCCCCNC1=NC=NC2=CC=CC=C21,Active,44,,,=,33,=,33.156,3.17,3.433,"0,0,0,0,0,0",90.8514,90.7637,18.5272,-2.3825,0.857074,-6.95777,=,32.944,2.18,5.381,"0,0,0,0,0,0",91.0797,79.6645,30.9211,-10.1549,6.81618,-0.703399
1190,14729191,1474458,CC1=NC2=C(C=NN2C(=C1)C(F)(F)F)C3=CC=C(C=C3)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.2588,12.5952,1.2603,-2.14147,3.97179,13.7238,>,100,,,"0,0,0,0,0,0",2.23265,0.358686,9.16932,1.42525,-15.4405,5.35759
1191,14730307,2768890,CN1C(=NNC1=S)CC2=CNC3=CC=CC=C32,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",9.54453,2.21239,6.83205,7.66513,3.33012,1.30989,>,100,,,"0,0,0,0,0,0",0.867046,3.65906,13.6559,0.877018,20.7381,-2.54198
1192,14745319,135471894,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)CSC3=NC(=CC(=O)N3)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",3.99857,-6.55483,-2.28031,5.271,6.07532,11.0243,>,100,,,"0,0,0,0,0,0",-16.0884,-13.5864,-11.6227,-0.947116,-7.11725,2.05322
1193,14741885,3850926,CCOC1=CC(=C(C=C1)C2=NC(=NC=C2OC3=CC=CC(=C3)OC)N)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-14.3997,-4.7399,-9.34169,-0.663731,-3.3415,-5.06718,>,100,,,"0,0,0,0,0,0",-6.02078,-0.189553,-7.84491,-2.07349,-2.7214,2.52172
1194,56320498,2099550,CCOC1=CC=C(C=C1)/C=C/C2=CC3=C(C(C2)(C)C)SC(=C3C#N)NC(=O)CSC4=NNC(=N4)N,Inactive,41,,,=,60.8,=,21.63,1.86,1.071,"1,1,1,1,0,0",,,,,3.23143,10.3386,>,100,,,"1,1,0,0,0,0",,,55.5625,33.1744,20.3955,13.7585
1195,89852736,4885256,CCCN1C(=C(C(=O)NC1=O)C(C2=CC=C(C=C2)OC)N3CCN(CC3)C4=CC=CC=C4)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.46033,-1.32822,-3.64895,-10.9186,13.9172,-12.5054,>,100,,,"0,0,0,0,0,0",-8.35328,-11.6427,-6.10053,-10.3568,-3.90759,-2.25291
1196,14737285,6619472,C1CCC2=NC3=C(C=C(C=C3)Cl)C(=C2C1)SCC(=O)NCC4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.27368,2.17272,6.65254,-5.94985,-0.128178,-8.57804,>,100,,,"0,0,0,0,0,0",-4.98412,5.64666,3.19854,7.69906,-4.00727,-0.259328
1197,14738784,1300688,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC3=NC(=NO3)C4=CC=C(C=C4)Cl,Inactive,41,,,=,94.6,=,94.563,31.3,0.801,"0,0,0,0,0,0",37.849,34.1041,20.442,29.0683,14.7274,6.76008,>,100,,,"0,0,0,0,0,0",53.3608,38.8294,15.511,24.7434,4.39031,13.9867
1198,14736296,848425,CC(C)NC(=O)C1=CC=C(C=C1)N(CC=C)S(=O)(=O)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-2.81587,-14.3204,1.75619,-0.34637,-0.0488328,8.69458,>,100,,,"0,0,0,0,0,0",1.57477,1.52493,-4.01723,-3.75806,-10.2272,-9.14074
1199,14732023,3743946,C1=CC(=CC=C1C2=NOC3=C2N=CC(=C3)C(F)(F)F)[N+](=O)[O-],Inactive,41,,,=,72.05,>,100,36.6,0.363,"0,0,0,0,0,0",53.939,41.4923,45.7668,51.7502,33.5106,13.8557,=,44.09,14.4,0.512,"0,0,0,0,0,0",52.7809,61.0423,38.2457,41.9169,24.6395,16.2784
1200,14731755,960954,CC(C)(C)C(=O)NC1=CC2=NN(N=C2C=C1Cl)C3=CC=CC=C3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",23.7913,10.8586,1.72643,8.41491,-4.58121,-5.28536,>,100,,,"0,0,0,0,0,0",18.4205,4.88411,2.98423,10.8828,4.95589,-5.27319
1201,14739352,1731787,CCOCC(=O)NC1=CC(=C(C=C1)C)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.60742,-0.405871,-9.31194,-4.51178,-4.37294,9.24105,>,100,,,"0,0,0,0,0,0",4.6389,0.219136,-2.87092,2.98622,-1.16641,2.29245
1202,14736194,2245367,CC1=CC=C(C=C1)S/C=C\C(=O)C2=CC=CC=C2,Active,53,,,=,32.9,=,33.988,7.58,1.203,"0,0,0,0,0,0",64.0875,80.8117,36.1604,26.6929,11.0313,6.13808,=,31.9,7.84,1.131,"0,0,0,0,0,0",80.3339,50.4688,52.3581,29.0496,-3.93656,6.05053
1203,14727785,983012,CC1=C(C=CC(=C1)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)F)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.1628,2.08347,2.92051,1.67684,-6.7631,1.68676,>,100,,,"0,0,0,0,0,0",-3.81788,6.88069,-4.34617,4.49038,2.88455,-3.86772
1204,14719046,7230550,C1=COC(=C1)C(=O)OC2=CC(=CN=C2)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-3.41093,-2.59767,-20.7966,-8.94499,5.72524,5.21249,>,100,,,"0,0,0,0,0,0",-15.4704,-12.1809,-9.98801,-2.62173,1.70435,5.27585
1205,14725424,865999,CCOC1=CC=C(C=C1)C2=NN=C(O2)C3=CC=CC=C3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",27.8347,29.8024,28.6053,-0.733155,9.32237,6.04558,>,100,,,"0,0,0,0,0,0",31.4506,10.1262,28.7094,33.2927,28.849,18.2122
1206,14721180,763900,C1=CC=C(C=C1)C2=NN(N=N2)CC3=CC=C(C=C3)Cl,Active,54,,,=,12.6,=,12.954,2.4,0.791,"0,0,0,0,0,0",74.8439,84.5537,65.1093,52.3264,30.5196,27.2332,=,12.216,2.23,0.816,"0,0,0,0,0,0",78.2036,74.7007,61.8473,60.805,28.3861,23.1298
1207,14720567,1133006,CCN1C(=O)C2=CC=CC=C2C(=N1)CCC(=O)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-1.88361,12.2897,6.23302,17.0671,2.32149,10.4817,>,100,,,"0,0,0,0,0,0",13.6619,1.22589,-4.96418,9.93785,1.60468,16.3831
1208,14722082,1080711,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3=NC4=C(S3)C(=O)CC(C4)(C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.36939,6.32723,-3.72829,5.92359,-10.5517,9.46816,>,100,,,"0,0,0,0,0,0",11.4998,-7.98447,-2.76128,7.1887,1.41528,5.52106
1209,14727260,2192756,CC1=C(C=C(C=C1)OCC2=CC=C(O2)C(=O)NC3=NC=CS3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",0.5859,-6.5945,-2.28031,0.0999262,-1.41748,-2.55801,>,100,,,"0,0,0,0,0,0",-2.90083,5.83805,2.22268,4.64488,-6.53911,4.12955
